segment_id,semantic_label,semantic_phase,median_x_mm,median_y_mm,median_z_mm,mean_x_mm,mean_y_mm,mean_z_mm,residual_p50_mm,residual_p90_mm,residual_p95_mm
S1,approach_drawer_handle,0.0,428.71726989746094,0.41507527232170105,456.9169464111328,427.9752604166667,-0.4260377665360769,457.2273712158203,8.121488095922183,13.156141268976068,14.454002968458095
S1,approach_drawer_handle,0.01,427.406983033075,-0.015101415884056557,457.6143811609791,427.10229968837746,-0.03228980808515747,457.95962499117246,7.980599648773877,13.78151269180071,15.410816104259126
S1,approach_drawer_handle,0.02,426.5702419869242,-1.773282637252694,458.8100810649648,425.901561173958,-0.6611129185919628,459.802458184572,10.049508701917503,16.609238702837317,17.54160226413927
S1,approach_drawer_handle,0.03,426.01362352154206,-4.85861047250677,460.39287532758965,424.84456159814175,-1.9939301852503666,462.0536262948877,11.197013975993253,19.12480893732861,20.005550299700833
S1,approach_drawer_handle,0.04,425.01172163635886,-8.806626874638264,460.7207853142035,424.0062819340858,-4.388185217145941,463.7162169198524,12.048082511038581,24.376514619634293,25.422503809585848
S1,approach_drawer_handle,0.05,424.6751037431185,-12.576736572789741,462.4404643539402,423.4269124004152,-7.01062270013389,465.55666352425357,13.14086484363483,25.4694923688762,29.758050300766076
S1,approach_drawer_handle,0.06,423.8795448363061,-16.165178130003518,465.23441331769277,423.0767456228346,-9.953259135247597,467.4532116554195,14.062483853619511,26.211366390614995,30.10043703725934
S1,approach_drawer_handle,0.07,423.83972000008487,-19.48838689130267,467.54207725199194,423.0350515255634,-13.206201683947992,469.3070097387805,15.111975591535007,27.319598040155203,30.463587182699406
S1,approach_drawer_handle,0.08,423.40417794891846,-22.93148218484029,469.71278233270516,422.932008116143,-16.5017825337626,471.27827228906636,15.797308897156729,27.779997956141433,31.084959975980862
S1,approach_drawer_handle,0.09,422.638774696699,-26.108196671015925,471.3326364257479,422.8317724039472,-19.93997225254544,473.30027385232455,16.70132144600648,27.835429648275888,31.462041224037133
S1,approach_drawer_handle,0.1,421.97074984473596,-28.80721406053259,472.94096979424273,422.7833978180759,-23.38089043771254,475.0573215844698,17.337995218701224,28.49160574590514,31.549892024090326
S1,approach_drawer_handle,0.11,422.02842928703024,-32.85414054252058,474.54317631837046,422.5529320384321,-26.839285565620653,476.8883585147631,17.5449176933973,30.06505759716168,32.63553154201159
S1,approach_drawer_handle,0.12,422.4838640068175,-37.39160875131304,476.43864664826083,422.4140419615093,-30.280530129482838,478.55902916994575,17.585014193224527,31.64520318087331,33.93996814740391
S1,approach_drawer_handle,0.13,422.43964019162524,-41.64013517533821,477.7127941868686,422.307779135204,-33.65128504906245,480.1714380356887,19.26969008755281,33.43804822909383,35.42566823787016
S1,approach_drawer_handle,0.14,422.4698242319121,-45.509936380591974,479.8464968945416,422.3459960036779,-37.15359434025847,481.92614295723973,19.458371641489386,34.47852715323415,36.37656648052773
S1,approach_drawer_handle,0.15,422.6768660747412,-48.66377933296454,481.9801813723665,422.4307473066532,-40.64887133879816,483.7157136822524,19.992154632113053,34.93884294138891,37.00401811826371
