segment_id,semantic_label,semantic_phase,median_x_mm,median_y_mm,median_z_mm,mean_x_mm,mean_y_mm,mean_z_mm,residual_p50_mm,residual_p90_mm,residual_p95_mm
S1,approach_white_container_handle,0.0,428.72251892089844,0.41367030143737793,456.93263244628906,427.4481638590495,-0.560816976428032,459.4364247639974,6.511210558862499,15.202441885911766,17.62120905500393
S1,approach_white_container_handle,0.01,427.42054699138754,-0.2218488278480401,458.7304859913296,426.57373901311763,-0.9778416451084591,460.4319398369283,6.519477003651737,15.130348494963481,17.754418476401156
S1,approach_white_container_handle,0.02,426.1380146400638,-0.8386868419726254,460.5326719090789,425.78118418311766,-1.4073071537605784,461.48275822220097,7.621497692123859,15.183831070899231,17.81916376834855
S1,approach_white_container_handle,0.03,424.90082950477654,-1.5723178495365913,461.84304222913124,424.96080149936176,-1.8644995098616255,462.4583117359483,8.100996304829495,15.355147997150024,18.51113482145096
S1,approach_white_container_handle,0.04,424.2509357963778,-2.6211779332188048,463.4256330037399,424.1260972128426,-2.3774520963985264,463.5012537497016,8.448721988061891,15.828958243480708,19.124522719027283
S1,approach_white_container_handle,0.05,422.89421810671064,-3.173168986309573,465.0393639689504,423.3886418712015,-2.894856029626052,464.67768809894943,9.045614450217318,18.461310410421007,19.39430768077107
S1,approach_white_container_handle,0.06,421.7774851631916,-3.729861719267894,466.8264393583441,422.6073501967074,-3.281230387204881,465.91685727906105,9.753946861123513,19.407229602295462,20.043420650054397
S1,approach_white_container_handle,0.07,421.4187008173139,-3.9139744296787193,468.1735832341599,421.94259896238077,-3.4852204595448018,467.1008928870278,10.357545777357831,19.989095034182597,20.433781217733202
S1,approach_white_container_handle,0.08,421.6744070653251,-3.4523135687956192,469.23515025191085,421.54890000321967,-3.6732525377980396,468.2176574663997,11.156917697667627,20.118280413577626,20.77782990696597
S1,approach_white_container_handle,0.09,421.16113224669573,-3.0591393751834444,470.24412946576723,421.20112676863573,-3.7476815297507655,469.47240462539327,11.623865947236363,20.339897085976965,22.196181955859394
S1,approach_white_container_handle,0.1,421.6848856664069,-2.897378211824059,471.6188962848669,421.0042899803242,-3.6850782189957703,470.79252619207205,12.820049512499615,20.153620583922944,23.478186434804698
S1,approach_white_container_handle,0.11,422.0035795265841,-2.9984396752985782,472.9257376661298,420.86706155028355,-3.544505688547987,472.099749920025,12.532646306350983,20.679741689247106,23.669372110575555
S1,approach_white_container_handle,0.12,422.33177937876445,-2.562580800191484,474.25609381763195,420.8100438995571,-3.2803561799658647,473.3517514708438,13.109097160179479,22.50054006793202,23.82909301976869
S1,approach_white_container_handle,0.13,422.2351521508071,-2.066400533097054,475.41664604074157,420.97704299013833,-3.0068603160735896,474.4188625120223,13.621959736848702,23.78269835970105,24.205855644126075
S1,approach_white_container_handle,0.14,422.1036490639369,-1.3792183627595636,475.51082890526015,421.3802518187764,-2.746247635272908,475.348867256933,13.540895217427202,22.282543902017103,24.90034405171418
S1,approach_white_container_handle,0.15,422.2756300135194,-1.6954903193357707,475.7304097767523,421.88737514783423,-2.458649079622026,476.2877987179287,14.521546514308202,21.8308122614123,25.022945902859416
S1,approach_white_container_handle,0.16,422.72335764730474,-2.501053425837143,477.32542159942506,422.4527583812726,-2.0845961193365086,477.29299076189693,15.24737868494999,23.339063185779032,25.491344722482236
S1,approach_white_container_handle,0.17,423.4227519289963,-1.77373587816832,478.4381777917764,423.15677321771085,-1.7324527752843486,478.4207582524435,15.686319904876541,24.5055344533786,25.88261402017493
S1,approach_white_container_handle,0.18,424.17798649078406,-1.3228732019379956,479.4838683675789,424.1139736671585,-1.3912983831227663,479.44770098935805,16.098043342324466,25.00068172466687,26.940230477622936
S1,approach_white_container_handle,0.19,425.2949339421699,-1.51781314693431,480.4255602166483,425.25434620701253,-1.126589676934137,480.4361544019074,16.10150161579758,25.136827219522786,28.197878540881412
S1,approach_white_container_handle,0.2,426.3774735160073,-2.0953980161007117,481.31241386826844,426.46809625821567,-0.9320907780792261,481.4923876741353,16.89553585333489,25.331548505687262,28.89341909835148
S1,approach_white_container_handle,0.21,427.2869449383985,-2.5701510843761746,482.9488180264968,427.76240280316046,-0.8830236722553806,482.6117800408937,17.559839716647907,26.252022913354452,29.865548124090328
S1,approach_white_container_handle,0.22,428.22081185189097,-2.6022654466022015,484.6496453931163,429.0532104094789,-0.8574486235881115,483.73210177881623,17.69562758129268,27.417353382527583,30.74639259504369
S1,approach_white_container_handle,0.23,429.4975668950159,-2.29755386200399,486.2212494831376,430.3364525038276,-0.8668651280376513,484.8393215767923,17.3575518830431,28.552704665706916,30.219273603552928
S1,approach_white_container_handle,0.24,430.8879961503172,-2.000171984940888,487.668690221557,431.70634745908717,-0.8265557555956332,485.93340148841384,17.761604008195807,28.368061272169975,30.14173536183921
