segment_id,semantic_label,semantic_phase,median_x_mm,median_y_mm,median_z_mm,mean_x_mm,mean_y_mm,mean_z_mm,residual_p50_mm,residual_p90_mm,residual_p95_mm
S1,approach_moving_blue_block_in_source_region,0.0,428.72314453125,0.41854383051395416,456.9126281738281,429.7657460530599,1.3003122833867868,454.94984232584636,7.443973970221624,13.003735004104907,14.560808325118689
S1,approach_moving_blue_block_in_source_region,0.01,428.3806020025586,0.7292013344986962,456.6487442983447,429.3177454447314,1.2330585977179793,455.63868557841494,7.912972820652251,13.03180029865517,14.177417984286402
S1,approach_moving_blue_block_in_source_region,0.02,428.0284292885341,0.8794558741356064,457.4128486528774,428.8769010572807,1.2264869840434147,456.39516329289484,8.355608453911554,13.559013938609533,15.58449034903195
S1,approach_moving_blue_block_in_source_region,0.03,427.5049533804367,1.4860606231599385,458.19397939400733,428.31596911866217,1.2498569295988347,457.1529526930899,8.364790941790101,14.082423330297683,16.126888832611016
S1,approach_moving_blue_block_in_source_region,0.04,426.45910821394784,1.6969661588269387,459.1750728678217,427.79570291477137,1.2221557188090044,457.9885683293143,9.017525793488423,14.696765489288556,16.989790424661006
S1,approach_moving_blue_block_in_source_region,0.05,425.78939285624824,2.076265525216387,460.83038742475344,427.343794432134,1.1045884410877056,459.01594621630915,9.908992018663577,17.20140126981953,18.232870291718235
S1,approach_moving_blue_block_in_source_region,0.06,425.14106436901454,1.3532069424789281,462.1182625436625,426.6787040274596,1.0430813765740024,460.0837151310187,10.776493876621075,18.550950954860696,19.61910753633536
S1,approach_moving_blue_block_in_source_region,0.07,423.87288144747856,1.6187681287358835,462.67466304306026,425.908654196346,1.0456453355797233,461.08247924631877,11.633107059532868,18.028782440061878,20.844814111427954
S1,approach_moving_blue_block_in_source_region,0.08,423.224151413483,1.9749256343515085,463.576401702757,424.9461751055453,1.0637727856369188,462.0358383297726,12.820868608435983,18.6454355364598,21.235762589617234
S1,approach_moving_blue_block_in_source_region,0.09,421.6794505290796,2.717931259849479,465.06157232535384,423.88793160338474,0.9857398877455448,462.98047635723304,14.163687743764228,21.439838249827613,21.891345545706812
S1,approach_moving_blue_block_in_source_region,0.1,419.537747906946,2.4999337841624243,466.5284592153506,422.6244849543676,0.9891868837655964,463.8794355987893,15.55692912727811,22.011354365551952,24.353059694686294
S1,approach_moving_blue_block_in_source_region,0.11,417.66286438427767,2.1648667657124077,466.80519849165887,421.1905280501147,1.1268389481996315,464.7187283598311,16.71725988679607,21.899725783778813,26.345878383527577
S1,approach_moving_blue_block_in_source_region,0.12,415.81120179012277,2.237824723216852,465.98932646450874,419.6052324402405,1.338011511598909,465.51549721229156,17.335708454316844,22.264925056475985,27.334524851274356
S1,approach_moving_blue_block_in_source_region,0.13,414.1029840723798,2.5162438505221725,464.8598076951303,417.9029642814868,1.5157129283782713,466.17233883637954,17.344247694114415,22.276802695202086,29.2420578572318
S1,approach_moving_blue_block_in_source_region,0.14,412.17674873141226,2.956227089498703,464.5161025415957,416.08140811764264,1.711507950684985,466.7130848171704,17.778199490750453,24.559222751419963,31.276665984679415
S1,approach_moving_blue_block_in_source_region,0.15,410.1423850451301,3.364887807309948,464.7655232114654,414.19921649266723,1.9890252492160452,467.0599319601064,18.01428853487309,25.832893968358416,32.95931175948878
S1,approach_moving_blue_block_in_source_region,0.16,408.3295294507785,3.5785915827624324,465.07701360765543,412.3269738835369,2.4396711763992576,467.2374933559478,18.421122236883914,25.672646470351747,33.33082842930318
S1,approach_moving_blue_block_in_source_region,0.17,406.5001674259162,3.4734457131754355,465.66617175794113,410.4314326645517,2.85571919277873,467.35002991342583,18.355888051149122,25.682791115363692,33.33909371343587
S1,approach_moving_blue_block_in_source_region,0.18,404.5883395805643,3.3423547443583947,465.93616888967426,408.50827912462046,3.17205336076003,467.3725812746369,18.210573331202305,26.380563059347498,33.41303262269211
S1,approach_moving_blue_block_in_source_region,0.19,402.71790902195403,3.307944493453986,465.6638291346526,406.57859669453967,3.3884096627040825,467.3479416271024,18.56677471050135,26.888278105590835,33.797807060478405
S1,approach_moving_blue_block_in_source_region,0.2,401.0203901307137,3.657605480743893,465.31539799980555,404.61619143082964,3.6393912457230595,467.29846034791603,18.765659016719837,27.451815394370648,34.17291657690433
S1,approach_moving_blue_block_in_source_region,0.21,399.19320660057065,3.9337906425804237,464.8906496150282,402.6720268724701,3.9565750801455284,467.06689433262125,19.15712815824657,28.89700912264302,33.67784739308881
S1,approach_moving_blue_block_in_source_region,0.22,397.2985073304667,3.5610705939412837,464.4283145832195,400.773728863966,4.251380729170265,466.66352581782917,19.417608468653842,28.491105859899452,34.11405537496294
S1,approach_moving_blue_block_in_source_region,0.23,395.49277601529633,3.2325562760328186,463.9842926411118,398.95567096216706,4.517410242499551,466.15992814607824,19.739017935526476,29.28358038509484,34.22026780640935
S1,approach_moving_blue_block_in_source_region,0.24,394.016378964242,3.3103844723690843,463.6495632283329,397.1721329128237,4.77932512022257,465.6410520879371,20.009264822975034,29.93334840335788,34.334383130850384
S1,approach_moving_blue_block_in_source_region,0.25,392.93817844523744,3.3379195997551703,462.836834859069,395.4287540321395,4.968570108138247,465.0854975474549,20.85948733329846,31.158812401832954,34.64521327151735
S1,approach_moving_blue_block_in_source_region,0.26,391.49701718580764,4.043017221871805,461.972908970158,393.78155502388205,5.10075420415814,464.46135028574736,21.483468419655317,31.736099508665994,35.43383331666178
S1,approach_moving_blue_block_in_source_region,0.27,390.2990479298956,4.065153685682682,461.14067883915357,392.20521354127055,5.1945932775251356,463.76427129582385,22.292815268612696,32.5147087707271,36.19492549586782
S1,approach_moving_blue_block_in_source_region,0.28,389.5267089873429,4.304860835573797,460.3431021050508,390.72210392553586,5.275145162666666,463.0005715450938,21.661420855350148,33.49819754820691,36.703300996196816
S1,approach_moving_blue_block_in_source_region,0.29,388.6651608809709,4.89851023205717,459.37178210306615,389.34682315155015,5.407920921719284,462.1345634851617,20.503219505390327,34.69898247816841,37.32043088170111
S1,approach_moving_blue_block_in_source_region,0.3,387.0928972424797,5.224904448956315,458.263053921237,387.9273613807907,5.5356204687547095,461.0929762979702,20.130594276207702,35.63383108447392,37.51607873215788
S1,approach_moving_blue_block_in_source_region,0.31,385.7997931604239,4.3659297333197,456.3732790304854,386.5210184345068,5.679267501935233,459.9819040506378,19.211099554621512,35.71451633280972,37.43117871543105
S1,approach_moving_blue_block_in_source_region,0.32,383.98638741653383,3.576089618157591,454.4697119700104,385.1345759670108,5.836457633647649,458.74322709512154,18.727450203577803,35.60596278137617,37.33113370286361
S1,approach_moving_blue_block_in_source_region,0.33,383.35704752937255,3.365416435537837,453.54956944991386,383.8024124812226,6.034944580962039,457.4131614129117,17.451140829922238,35.149544109556764,36.57596120358686
S1,approach_moving_blue_block_in_source_region,0.34,382.38027232946104,3.937041282721948,452.60287732390395,382.56449964535085,6.264479978889338,456.06366078045954,17.199732884196138,33.9934826987547,36.361187320460395
S1,approach_moving_blue_block_in_source_region,0.35000000000000003,381.36647384255974,4.694910505001294,451.6822788668064,381.38402112811485,6.473623103402677,454.6512663594375,16.764115104230548,32.8761437317748,36.24099138241282
S1,approach_moving_blue_block_in_source_region,0.36,380.6900253199623,5.483117776719612,451.44944015924375,380.22614518779733,6.645891562002174,453.1912039628733,17.274799751701703,32.30461637838058,35.94193702289969
S1,approach_moving_blue_block_in_source_region,0.37,380.51190863110025,5.97796101705079,450.81241188973684,379.03014186617514,6.782105696504013,451.66326872770657,17.911367751459625,31.310562709507593,35.635807243004486
S1,approach_moving_blue_block_in_source_region,0.38,379.2452776327286,6.078537319244745,449.1118676834794,377.8532536789611,6.826726409624271,450.16560146472005,18.27569783097308,31.47464252389008,35.73339379698465
S1,approach_moving_blue_block_in_source_region,0.39,377.7718807770883,6.48459273671219,447.0994596981703,376.6839290891804,6.9424315025362855,448.7222850822311,18.57779653870925,31.996201622873006,35.86947047027815
S1,approach_moving_blue_block_in_source_region,0.4,376.1620794711266,7.367001936096997,445.07859907952627,375.46246717387277,7.103054562075636,447.30199247108874,18.86861439452523,32.57707773932131,36.032223918960035
S1,approach_moving_blue_block_in_source_region,0.41000000000000003,374.8749264090201,7.894178701627589,443.1392189491959,374.191933870495,7.349390519154998,445.86455313435334,19.342712681257705,33.28502491055319,36.10559060887927
S1,approach_moving_blue_block_in_source_region,0.42,373.1873505102533,7.695894573317619,441.22050026996635,372.9574655982977,7.675796433509457,444.4313646313964,19.79312197446361,33.94550345320268,35.40909812546782
S1,approach_moving_blue_block_in_source_region,0.43,371.3647030705987,7.470116994259529,439.3111840954724,371.7461994490922,8.045013660268474,443.01450319598405,18.98550945797112,32.85870929108619,35.26097775882659
S1,approach_moving_blue_block_in_source_region,0.44,370.47670851001794,7.730410067792828,437.4340893266417,370.51474358573995,8.360018551799774,441.4834669827315,19.893842993525013,34.181094652291804,35.42894873663105
S1,approach_moving_blue_block_in_source_region,0.45,369.82146682991606,7.897694275962513,435.5962776570688,369.35875081640796,8.609190705197332,439.82608720771697,21.010659840331176,33.971824029535696,35.346663314713
S1,approach_moving_blue_block_in_source_region,0.46,369.05026716127486,7.534707347016857,433.84688361941477,368.26611449933165,8.85227297071319,438.12056097550885,21.101043907988156,33.64512381098591,35.03915651456139
S1,approach_moving_blue_block_in_source_region,0.47000000000000003,367.87652200810925,7.445265395412988,432.2611749597864,367.21314044110767,9.111424406574018,436.38003087316406,21.085500359304966,33.5875077433763,34.74863824657838
S1,approach_moving_blue_block_in_source_region,0.48,366.93942069985724,8.209467543797407,430.93758884481406,366.18262068198686,9.347822249605072,434.6040052514872,21.100059609202795,32.915646994334836,34.5713814974285
S1,approach_moving_blue_block_in_source_region,0.49,366.4511919280218,8.510015608994484,429.59318189198484,365.1928140873518,9.55191320521352,432.7913928417849,21.10054226046889,32.11196675274094,34.8895831102585
S1,approach_moving_blue_block_in_source_region,0.5,365.9792615960397,8.831228546498828,427.9457249728952,364.2617036980794,9.70374268407667,430.9361506661954,20.944197494636995,32.44266214610295,35.35260250936842
S1,approach_moving_blue_block_in_source_region,0.51,365.49901617099465,8.708073882436917,426.0636126110468,363.36709640966325,9.780989873557145,429.09735119036776,20.733548334659567,32.347707664818216,35.95235177456406
S1,approach_moving_blue_block_in_source_region,0.52,365.01973315642465,9.05992616421575,424.1222121439216,362.54958652028927,9.823293307085537,427.21041495899965,19.903203521127693,32.60009533547076,36.551497605771395
S1,approach_moving_blue_block_in_source_region,0.53,364.3683011000662,8.854286992881857,422.32250302720604,361.79904039891807,9.84673261521645,425.3155448897407,19.466319826667036,32.667423051830745,37.85484009057357
S1,approach_moving_blue_block_in_source_region,0.54,363.63243951686115,9.383108580751626,420.6661843235211,361.10159376613507,9.868348534731389,423.4109412063872,19.152851164514367,33.32342132084697,38.83759259186438
S1,approach_moving_blue_block_in_source_region,0.55,362.92322060592267,9.447859662331137,418.6953239503489,360.4371918383021,9.880469908139926,421.4886914222569,19.54393651131977,33.42610624002808,39.843824488846906
S1,approach_moving_blue_block_in_source_region,0.56,362.4870363544193,9.648002173934184,416.5369498355361,359.7812777785774,9.915325050088548,419.5631676328046,19.852604038994066,33.397911493791675,40.76900845639042
S1,approach_moving_blue_block_in_source_region,0.5700000000000001,362.5952820055045,9.690926739483245,414.3928805459867,359.15259253977183,9.978336760201215,417.62592113035964,19.544903885654424,33.155941681012976,41.59384635072452
S1,approach_moving_blue_block_in_source_region,0.58,361.8072376572808,9.670140265290762,412.6122374505344,358.5279569405798,10.078231054927052,415.6787468155762,18.895839456921422,33.07075053353905,42.3138192716107
S1,approach_moving_blue_block_in_source_region,0.59,361.02198622101156,10.022536945829257,410.9036740637175,357.9344582237675,10.1345534989048,413.71747251326065,18.6615563528703,33.27206029172662,42.971501890129105
S1,approach_moving_blue_block_in_source_region,0.6,360.2442876158633,10.441631945428828,409.1775597761267,357.40772334850254,10.163442452697916,411.7427112486074,18.48120258060375,33.37892045481261,43.498993075442
S1,approach_moving_blue_block_in_source_region,0.61,359.65085012403404,10.474938288265992,407.1341048844437,356.9698306118511,10.11302889928938,409.8201713260234,18.470897770642203,32.8044066446988,43.46493708831663
S1,approach_moving_blue_block_in_source_region,0.62,359.1996208698987,9.632212861302797,405.53327216142156,356.6146817604957,10.066980430133574,407.8885460619207,18.936377740648254,31.80114512965603,44.033197597528094
S1,approach_moving_blue_block_in_source_region,0.63,358.5394807983083,9.656921023215194,403.8476253207043,356.21032858040525,10.11582438912746,405.9321665296673,19.23989751690868,32.58029840938417,44.23643788343095
S1,approach_moving_blue_block_in_source_region,0.64,358.19564465913925,9.459724372575293,401.9541984029579,355.8486182158477,10.239772136890279,404.027014210482,20.009563041594554,33.707472182189335,44.34492681716824
S1,approach_moving_blue_block_in_source_region,0.65,357.97050176972346,9.30926551180436,400.7931711589092,355.5871244599736,10.379173033017926,402.1208356931568,20.807454558448303,34.2775478352911,44.848849442124546
S1,approach_moving_blue_block_in_source_region,0.66,357.9736661181647,9.954326159361798,398.9529782250265,355.45685921903174,10.459728319320197,400.2767517928481,20.351187630621446,34.07638438585389,45.0680259952992
S1,approach_moving_blue_block_in_source_region,0.67,358.1022293164828,10.077327933774098,397.1102132461891,355.33103575474547,10.518762180130304,398.4594061447584,19.074999582181576,34.95240636724305,45.223010235491415
S1,approach_moving_blue_block_in_source_region,0.68,358.26685225859467,10.132223696269309,395.13330608496483,355.21437444174956,10.545000252499298,396.6895601874329,17.327953240313683,36.29565610648489,45.47302744357028
S1,approach_moving_blue_block_in_source_region,0.6900000000000001,358.5380813223106,10.380223106520404,393.09413031404836,355.19101815000005,10.508865682529043,394.92814607541334,17.989199317580315,35.80926178549293,45.57149945355215
S1,approach_moving_blue_block_in_source_region,0.7000000000000001,358.0016258502193,10.475212402007877,391.4244763473092,355.12049540480643,10.473975046224801,393.1276195097926,18.154110266288775,34.145414968893796,45.27686296853599
